prej_1,prej_2,prej_3,prej_4,prej_5,prej_6,prej_7,prej_8,prej_9,prej_10,prej_11,prej_12,prej_13,prej_14,prej_15,prej_16,prej_17,prej_18,prej_19,prej_20,prej_21,prej_22,prej_23,prej_24,prej_25,prej_26,prej_27,prej_28,prej_29,prej_30,prej_31,prej_32,prej_33,prej_34,prej_35,prej_36,prej_37,prej_38,prej_39,prej_40,prej_41,prej_42,prej_43,prej_44,prej_45,prej_46,prej_47,prej_48,prej_49,prej_50,prej_51,prej_52,prej_53,prej_54,prej_55,prej_56,prej_57,prej_58,prej_59,prej_60,prej_61,prej_62,prej_63,prej_64,prej_65,prej_66,prej_67,prej_68,prej_69,prej_70,prej_71,prej_72,prej_73,prej_74,prej_75,prej_76,prej_77,prej_78,prej_79,prej_80,prej_81,prej_82,prej_83,prej_84,prej_85,prej_86,prej_87,prej_88,prej_89,prej_90,prej_91,prej_92,prej_93,prej_94,prej_95,prej_96,prej_97,prej_98,prej_99,prej_100,prej_101,prej_102,prej_103,prej_104,prej_105,prej_106,prej_107,prej_108,prej_109,prej_110,prej_111,prej_112,prej_113,prej_114,prej_115,prej_116,prej_117,prej_118,prej_119,prej_120,accept_1,accept_2,accept_3,accept_4,accept_5,accept_6,accept_7,accept_8,accept_9,accept_10,accept_11,accept_12,accept_13,accept_14,accept_15,accept_16,accept_17,accept_18,accept_19,accept_20,accept_21,accept_22,accept_23,accept_24,accept_25,accept_26,accept_27,accept_28,accept_29,accept_30,accept_31,accept_32,accept_33,accept_34,accept_35,accept_36,accept_37,accept_38,accept_39,accept_40,accept_41,accept_42,accept_43,accept_44,accept_45,accept_46,accept_47,accept_48,accept_49,accept_50,accept_51,accept_52,accept_53,accept_54,accept_55,accept_56,accept_57,accept_58,accept_59,accept_60,accept_61,accept_62,accept_63,accept_64,accept_65,accept_66,accept_67,accept_68,accept_69,accept_70,accept_71,accept_72,accept_73,accept_74,accept_75,accept_76,accept_77,accept_78,accept_79,accept_80,accept_81,accept_82,accept_83,accept_84,accept_85,accept_86,accept_87,accept_88,accept_89,accept_90,accept_91,accept_92,accept_93,accept_94,accept_95,accept_96,accept_97,accept_98,accept_99,accept_100,accept_101,accept_102,accept_103,accept_104,accept_105,accept_106,accept_107,accept_108,accept_109,accept_110,accept_111,accept_112,accept_113,accept_114,accept_115,accept_116,accept_117,accept_118,accept_119,accept_120
65.5,,,,,89,,7.9,,,,,,60.6,,,,,,,91.4,,,,,,,,,,,,5.5,,59.6,,,,10.3,,,17.2,93,77.2,,,79.3,,,,,99.9,,,15.5,,67.2,62.5,,89.4,,,,,74.1,,,,,,,,,,,,,90.7,,54.1,,,,,,83.8,,,,3.8,,,7.2,30.8,,,,,,92.8,,,,,10.1,,96.3,80.3,,,66.2,,,,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,51.8,50.8,,53.9,,,,,,,,,,,13.4,,54.2,,,,,,,50.7,,,,,,0,,,,,,,37.6,54.5,,,,,,,,,53.2,,,,,,,,53.9,53.1,,,,,,,79.6,50.6,,,,,54.5,,0,,,52.5,53.9,,,0,,40.7,0,,52.8,,,,,,51.7,,,,,53.8,,,67.2,53.8,,50,,52.7,,,,52.1,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,92.1,,,,64.4,,,,,,0,,,,,,,,7.3,,,,,,,,0,,,,,,100,,,,,,100,64.9,,,,16.1,0,50,14.8,,,,,,14.6,,0,,,,10.7,25.5,,,,51.1,,,,0,,,,,0,,,,0,81.5,0,,100,100,,,,,,,,,,10.4,0,,,,,,,0,,,,0,,,,,50.1,,
100,,,,,,,,,,0.9,,,,,,,,,,,100,,,,,,0.7,,,100,,100,2.4,,,,,,,,,,,,,,3.6,,,,,100,,,0.6,,,,100,,58.3,100,,,2.8,,,,0,,,,,,,100,,21.2,,,36.4,,,,,32.4,,,,2.3,,3.5,,1.8,1.1,,,,,,,,,0.5,,,,,3.5,,3,,,2.8,,54.8,,100,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,,0,0,,,,,,50,0,,,0,0,,0,0,,0,100,,,,,,,,,,,,,0,100,,,,,20,,,,,,,,0,,,,0,50,,0,,,,,,,,,,,10,,,,,0,,,,,0,,0,15.2,,,0,,,50,,,100,,,,,,,0,,0,,,,,,,,,,,,,,100,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,,,,,100,,,,,,,,52.8,,,,100,100,50.4,,,,,,,,,,52.7,,49,,,,,,,,,,53,,,82.7,,,53.9,49.9,,,,51.1,,,,,,53.9,,100,,,100,,,,,,83.7,,,,,51.3,88.2,,,,54.5,85.6,,,,100,,100,52.7,,,,48.3,,,,,57.3,,84.5,,,,82.7,,100,,100,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0,,,,,,,,,,0,,,,,,,,,0,,,0.1,,,0,,,,,,,,100,,,,0,,,,,,,,,0.1,,,0,0,,,0,,,0,,,100,0,,,,0,,,,,,,0,,0.1,,,,0,89.7,,0,,0,0,,0.1,,0,,,,,0.1,,,,,,,,,,,0,0,,0.3,,,,,0,,
,,,60.3,,,,,81,,,,61.7,81,,,,,82.8,,,,,,,,62.3,77.9,,71.3,,,,,,,70.4,,,65.6,,,70.1,,,,60.6,79.9,,81.4,,,,57.7,,,80.3,85.6,,,,,,,,2.7,,,,81,,,,,74,,,,72.8,63,,,,,73.4,,,,64.2,60.7,,,,,,61.5,,,,,78.2,,,,,,,,81.3,,55.6,,,,,,,,,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.4,,64.6,,,,,,,,,,,12.5,,83.7,,,,,,,,,,,,,,98.3,94.4,,,,,,,85.2,,,15.5,,,,,,94.5,,,,,98.5,,,,,,,,,,,,,,,,21,,,,,,48.6,100,,,,18,,92.8,,,,91.4,,96.3,,,,2.3,90.6,,,,,,,,,,,99.6,,89.9,,95.1,97.7,95.6,,,10.6,,96.6,,9.2,,86.1,99.4,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.3,,49.2,,50,,50,35.6,,29.6,,,52.7,,,,,,,,,,1,,,,11.4,,,66.9,,50,,,,74.1,2,,,,,8.7,50,,,,,50.4,43.4,,,,,50,,,50,,,,47.5,57.2,50.7,,,,,,,,,,,,,,,,,,,51,,,50,,,50.7,50.6,1,,,,,,,74.6,,,,,71.7,,,,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,70,,,,,0,,90,8,,,,,,,,65.1,70,,0,,,,,,,,88,,,38,,,0,,0,,,,,50.1,75.1,,85.1,97.5,,,,,,,97,,,,60,,,99,,62,,,,0,,0,,,0,,,75.1,,,,,50,,,,,,,,,0,,,,,,,50,3,,,,50.1,,,,,,77,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,,,,100,33.2,,,,,57,,,,,100,,,,,,,,,53,,,,,,,,,23.2,77.3,40.6,,,,,,,,,,,,,,,,14.1,,,,,,,63.4,,,39,100,,,,,9.6,,,,49.2,18.3,69,43.4,100,,,0,,39,,,44.5,53.4,55.1,,17.6,,,,,0,,,,,,0,,,,,,100,,,,100,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,25.6,,,84.4,,,,,,86.6,,,,83.5,83.5,,84.9,,,,,,,,,,,,,,,15.4,,,,,,12,20.1,,,,,,,,,,79.3,,,,,78.5,,,,,,,,,,,84.8,,,,,,,,87.7,,79.9,28,,,14.5,,22.3,84.6,,,82.5,,,15.1,,24.1,82,83.1,,,,,,,,,,,,,20.3,,,,19.4,,,20.3,13,,23.7,,19.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7,,,,,,,91.7,,,,,,5.9,99.6,,,23.2,,,,,,,,,,44.1,,,,,,,1,,100,,,,,,,,43.9,,,,,35.6,57.5,,,,66.6,,,15.5,,17.6,20.7,,,,,,,,,,13.4,,,74.8,,,,,,,,,,,39.6,,51,,52.7,,,,91.4,,,,54.5,14.4,,,,,43.2,,,,,,35.6,91.1,,81.3,60.4,,,,33.1,61.3,,
,26.3,79.6,,,,,,,,,,,,,,,,54.2,,,,,,,,,56.5,,,,85.6,59.6,34.8,52,,2.4,,,,,,,,,,55.9,64.6,,,,,,,94.5,,,,,76.1,25.4,54.1,,62,,,,,83.4,3,80.8,,,,,,,,,,,,,,,,,,,0.1,,,,89.4,,,51.5,,72.4,69.4,,,93.8,,,,,,,55.2,20.1,2.8,1.5,,,,,,,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,4.5,,,,87.1,,,,,,,,,1.4,,56.2,,,,,100,,,,,86.3,,,,4.9,0,0.7,,19.8,90.9,,,,0,,,,99.5,,,,,,,4.9,,,,,19.7,,5.7,,50.2,,,,100,20.2,,,,85.6,,90.4,75.4,,,,,,50.8,,,,100,,,,,,0,,,20.2,,,,,,0.9,,,,,,,,100,,,11.2,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,7,,83,58.3,,,,,,,53.2,,,,25.5,,,,,,,,23.9,48.6,68.1,,,,,,,55.1,,,,0,72.8,,,40.7,,,,,,,,,,,,,,54.2,51.7,,,,59.3,,,,,85.2,27.5,94.2,,,0,,,,,,57.3,,56.1,,,,,66.6,,,,,,,0,,,27.5,,,,,,,,89.2,,,65.2,,,,,,49.7,,,,,40.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,,,,,,,,,,,,,,62.4,,,,66.1,,,,34.1,79,,9,50.1,,,,,,,,,77,,,,,,,,,,,19.7,,13,,100,,0,0,,68.5,,,,49.3,,,,,,13,,,77.2,,,,,24.4,,71.4,,,77,,,49.6,,,,,,,11.5,,,,,0,,,62.4,,62.7,,62.5,,,,,0,,,32.7,,,72.3,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.5,,75.5,97,,,,,,,,,,,,83.7,,,,68.2,59.3,,,85.5,,,,,61.1,,58.3,,86.3,,,,,,,96.5,88.9,,33.1,34.1,,,,55.9,,86.9,,,,53,,,33.4,,36.1,,,87.5,,,,,,,80.8,,,,,,56.5,,,,,,13.4,,,,,,,,,,,,,,,,,,54.5,12,,79.6,,,73.1,,,,40.1,,84.1,,41.4,,,,,,,
,,,,,,,,3.9,,58.6,67,,,,,,21.5,67.7,,,72,3.9,,,,,,,,,69,,77.5,62.8,,,,,,,,,,68.3,,,22.1,,,5.2,,,,46.9,39.7,,,,,69.9,,,,,,,,40.4,,,,,50.1,,,,,55.2,64.2,,,35.4,,33.9,,,,,,,49.7,,,,,,,,69,,,,70.7,,,,,,39.6,53.4,,62.4,,53.9,,,,,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.9,,,61,48,,,,,30,59.7,,,,,,,,22.3,,,72.8,,,,,,79,,,,,56.1,,,,5.6,80.3,,,,,62.4,,,,75.6,,,,,,,,30.8,,72.8,,,,,,,,,,,,29.9,,,,,3,,,,,42.3,,,,,35.6,,,,,15.2,,,,,,,,,,,50.6,,,74.1,50.1,,82.8,,81.5,,32.3,,24.1,,29.9,,66.6,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,73,,,,0,,,,,,,50.6,,50.8,68.7,,,,0,,,70.1,11.1,,,,,,,,,,0,68.9,,,45.9,,67.7,80,,,59.4,44.5,61.5,,,,,60,,,,78.7,,,,,70,,,41,,,,,,67.3,,,73.1,,,,,,100,,52.1,,73.8,,,,,,,,,,,,,50,,,,,,73.2,,,,,,,,,55.6,,60.3,,,,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.9,14,,0,,0,,81.4,,,,0,,100,,,44.2,,,0,,,,0,,100,,0,,,,,100,,,,,,,,,,,19.2,,0,,,,,,,,60.4,,0,,,,,,,,0,,,,,100,,,,,,,,,0,,,,,19,,,,,100,,,,100,37.7,,,,,0,,,,0,,0,0,,,,,0,,,,,,,0,,
,,,,,,,12,0,51,,64.9,95.6,,,,,,,3,,52.4,,,0,,,,,,,,,,49.6,49.7,,,,0,,,28.2,44.1,,,,,,43.2,,,,12.7,,,,,,98.2,,41,,,,,,,0,,,,,,100,,,,8.9,,,,,,0,52.5,,,,0,0,,,96.1,,0,,,,,,,,69.6,,,,34.6,,,,,,,,,,13.4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,,,,,,,,20.8,31.5,,,,,35.4,41.1,,,,44.4,,1,,,,,,,62.3,,,70.1,,,,,,,,,28.3,,,,59.4,,,79,,27.7,,,46.5,,,,,,60.4,,51.7,,,50.7,,,,,8,,,,41.4,,,,,,,82.3,,,16.3,58.3,,,,,,,,19.4,,,,,,,,56.3,53.5,,,,65.5,,,72.5,,16.5,,22.3,,38.2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,26.3,,,,,,,,,,,,,0,,,28.5,100,,,,,10,,,,,,68,,9.2,,,,,,,,,,26.9,,12.7,74.2,41.3,,21.3,,,22.4,,,0,,,,,33.2,,0,,0,,14.8,,,,,,18.9,,,,,,,14.8,,31.8,43.9,,15.8,,,,,,,5.8,,,,0,,,,,,,10.6,,0,,,56.9,,84.2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,71.1,,0,,,1,,,65.2,,,1,,,1,,,,,,,,,,0,,3,,,,,,,,,,57.3,59.7,,87,,2.4,57.3,,,,,,,,,,,,13.9,,,,,,35.9,83.5,,83.8,,81.3,,4.1,47,,,12.7,,100,,,,,,60.3,,,,,,,,,,,,,,77.9,,82.5,,,,,,,18.7,0,,71.8,,8.9
,45.1,,,,,50,46.5,,,,34.8,,50,0,,50,,,,44.5,,0,,,,,,,,50,,50,,,,,,,,,,,,50,,51.4,,,,,,,,,,,,,,,,,50,,47.9,,,50,,,,,,50.7,,50,50,48,,,,,,,,,,,,32.3,,,,,,50,,50.6,,48,,,,,50,50,,,,49.7,,,,48.3,,,46.9,,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.8,,,70.3,,,,28.6,26.6,36.6,,,100,,3.9,80.3,,,,,,93.1,,,,,17.5,,,90.7,96.6,,,,,,,,,14.9,,,,,,,,,,,4.4,,,,46.6,,,,,,,,,89,,,74.1,72.1,,,,,,,87.3,,,92.7,70.7,,,86.9,,,,87.9,,,38.6,,,,,,,,,,,,,,,81.8,,,,,66.2,,83.8,,,,3.2,,,,84.4,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,,24.2,,50,,,,,,,,,100,67.7,,,,,,,,16.5,60.4,,,,100,8.9,,,87.2,,70.3,,,,,83.8,79.9,,,,,,,,66.2,,,,,100,,,,,,,,,18.2,30,,,,,24.6,,68.5,,,2,,,44.9,,,,87.3,,,,,,,,,,,6.2,,,,,35.6,,4.9,,27.5,,,2.1,,27.9,,13.7,,,,68.6
,,,,,,,,0,,,51.3,,,,,,,81.3,,,,,,,,,45.1,,,,,39.9,72.1,,,,,,,,,,,79.9,,,,100,,,,,,,,90.6,,,82.5,,,,57.5,,,,,,,,,,,70.4,,54.5,43.5,81.8,86.5,50.8,,10.1,,43.2,,,,,,,,0,,,,,61.4,,59.7,72.5,,,71.8,70.8,52.4,46.1,83,,,,,,,,7.7,,,,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.7,,,,4.9,,,,,,,,6.1,18.2,86.1,,,,,,,,,6.1,,,,13.7,5.5,,,,,,,,,,,,91.4,,4.1,,5.8,4.9,,11.7,,,,,7.2,,,,6.3,,,,,7.2,,6.6,4.9,,8.9,40.6,,,,28.7,,,6.9,4.9,4.6,,37.3,8.3,36.8,,,,,,,,,,,,,,,,,,,,,,,,2.7,8.6,,,,,6.9,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,,,,78.9,78.9,82.4,,,,82.3,,,,0,,,,,,,64.2,0,,63.9,93,16.5,13,,,,,,,86.2,75.5,0,48.6,67.9,,,0,,,,53.8,,18.2,,,,,93.8,,,,,,14.5,,,33.1,,,,,,,,0,,,,,,,,,43.9,,,,,43.4,,,,,88.9,,,,,,,,,,,,,,,,64.4,,,,,,,42.5,,,,3.5,,,,
,,43.5,,,,,,,,,,,,,,,,,,32.5,,,,,,,,,,68,,47.5,21.5,61.4,,,,,22,,,38.9,,,,,,,,,60,70.4,57.2,,38.3,24.2,,,,,,73.5,,,11.1,,20.6,,9.4,,,13,,,,,,30.3,,,,,,,44.6,,,66.6,,,,,86.1,,,,,59.4,,,,84.5,,,71.8,71.4,44.2,,,,,,,,,63.9,57.3,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,54.1,69.2,,68,64.2,,,,,53.1,,,11,60.7,68.2,,,66.9,,,,,,70.3,,,,,,,,,70.6,,,66.5,60.4,14.8,,,67,69,,,,66.6,,,61.5,,,,,,,,70,,,,,,,,,,,11.3,,,61.8,,68.3,,,66.6,,,,,,,,,,,,,,,,,,,,,,70,,67,,,,,66.2,68.5,,59.9,,,52.3,,,,,,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,100,100,,,,53.1,,,100,,,4.6,,,,,,,,33.1,53.4,,,53.1,,,,,,,,100,,,,0,52.4,0,,100,,,100,,,,,,100,,,,,,,100,,,100,,53,,,,53.1,,,,100,100,100,,100,,100,52.3,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,100,,38.6,100,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5,,,27.7,,,,,28.6,,39.4,,53.5,,,,,16.5,,,,,,25.4,51.4,,,,,,29.7,,34.1,,,26.2,,,,,24.8,18.7,,49.8,,,,20.2,40.1,,,,24.1,,17.5,,,,,,,,26.4,,,,,,29,,,,,,,,,,,,,,39.3,,39.3,,,43.6,,,,,,,,,20.4,,,18.7,44.9,,,,,,,,20.3,,36.5,,,42.7,,29.2,,
100,,,,50,,,,,,,,,50,0,,,40,,,,50,,50,,,,,50,,,50.1,,,,100,,,,,,,50,10,,,50,0,,,,,,,,,50,,50,,,,,50,,,,,,,,,,50,,,,,,,100,50,,50,,,,50,0.1,,,,,,,,,,,,50,50,,50,,50,50,50,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50.8,,1,,,,,,,,,1,,,,,1,,,,,,1,,,,1,,,,,1,,,,,1,,,,,,,,,1.1,,,1,,,,,1,1,1,,1,,,,,,,,1,1,,,,1,1,,,1,,,,,,,,,,1,,,1,100,,,100,,,100,1,,1,,,0.6,,1,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.1,,,,10,,,,,,,,,,,,,,89.9,,,,,100,1,,,85.1,,10.1,,,90.7,90,40,20.4,,,,,,,,,,,,94.9,,,,,,,,,,50,,,,,,,,100,,,,,,25.2,40.4,,,,,,,75.5,,30.1,,,,,100,,,,100,100,,80.3,85.1,,,,,,,1,30,,,20,10.3,,25.2,,,80,,5.2,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.2,,,,60.6,,,,,,,,,,51.3,,,,,,,,,,,63.1,,,,,,,,,,,62.8,63.7,,,,32.7,,,63.9,33.2,,61.7,63.7,,22.5,,,,,,,,,,,64.8,,,,,,78.9,21.7,27,,,,19.4,32.4,,36.6,,,,66.2,,,,,,,,,,74.9,,31.5,87.9,,19.2,,,,51.5,,,,,23.4,33.4,,,,78,,23.9,,,,,41.6,
